FFMC,DMC,DC,ISI,temperature,humidity,wind,rain
48.0,98.92,203.7,1.57,13.55,96.8,7.56,5.35
95.2,50.43,321.5,1.55,22.55,49.78,7.45,5.58
51.3,74.37,338.0,1.16,36.16,47.05,5.58,5.99
58.3,272.28,219.0,1.44,31.05,74.05,6.92,5.71
51.9,279.21,242.9,1.58,33.13,59.76,7.61,4.77
39.2,55.38,8.7,1.19,18.88,63.61,5.71,4.31
26.6,176.87,290.1,1.75,29.8,37.84,8.42,2.36
67.6,66.38,735.0,1.3,37.73,67.48,6.27,5.32
24.6,183.4,428.3,1.67,29.22,96.47,8.04,5.15
84.5,71.81,151.0,0.98,28.47,63.19,4.7,0.78
39.3,270.47,205.4,0.51,20.61,92.64,2.43,0.62
20.0,58.45,367.6,1.32,15.54,73.08,6.33,3.57
86.8,52.06,78.1,1.12,19.7,42.13,5.39,5.9
23.5,245.28,531.2,0.18,14.08,74.0,0.87,5.44
64.8,243.2,523.5,0.47,34.85,88.12,2.27,0.24
49.6,243.17,431.7,0.67,30.05,72.46,3.21,6.11
55.3,259.22,96.4,1.47,24.8,98.38,7.07,0.66
53.3,170.86,26.8,0.7,27.19,98.33,3.37,3.1
66.9,17.04,750.5,1.62,30.94,78.93,7.81,6.32
32.9,9.27,428.0,1.63,39.76,32.54,7.83,1.64
64.0,111.77,128.8,0.93,10.51,82.88,4.46,6.23
36.9,128.56,767.1,0.9,23.25,99.0,4.35,3.35
95.8,117.68,323.1,1.28,36.16,87.67,6.15,2.65
19.3,164.03,95.1,0.3,19.08,93.01,1.46,4.48
76.8,36.18,20.8,1.5,23.69,44.24,7.22,0.53
26.2,112.52,515.5,0.1,30.57,47.46,0.47,5.67
42.2,112.26,204.6,1.02,32.64,30.9,4.9,4.52
95.8,228.19,201.0,1.42,30.26,82.81,6.85,0.44
54.3,35.1,731.9,1.31,37.04,63.35,6.3,2.9
43.7,201.07,640.8,0.19,24.27,51.05,0.89,3.91
47.3,210.0,796.5,1.42,17.1,87.27,6.82,0.94
67.9,237.41,714.9,1.77,10.78,73.28,8.52,0.7
84.1,71.16,508.4,0.95,17.76,60.18,4.59,0.3
76.8,206.32,470.7,1.72,13.98,51.41,8.26,4.97
84.8,189.25,332.3,0.63,29.83,57.6,3.03,0.65
75.7,274.58,595.0,0.14,34.8,60.37,0.69,3.67
33.3,172.05,188.6,1.57,22.53,34.02,7.57,6.15
70.6,7.39,234.7,1.8,11.91,68.18,8.63,1.11
81.8,109.81,714.4,1.48,20.42,63.18,7.13,5.27
54.8,175.96,659.7,1.23,19.91,32.35,5.91,3.77
45.2,195.7,183.6,1.52,13.64,61.13,7.3,4.11
31.3,165.73,286.0,0.59,37.38,65.39,2.83,2.6
51.4,167.79,354.1,1.53,20.8,44.01,7.35,0.25
86.6,170.18,167.7,1.72,10.12,90.45,8.25,4.7
41.3,258.19,735.1,1.56,10.55,84.84,7.48,0.1
77.9,220.48,189.9,0.43,39.7,33.02,2.06,5.5
52.0,134.24,790.7,0.27,19.61,41.25,1.29,1.94
38.4,129.69,739.0,0.39,18.55,96.69,1.86,3.87
29.3,57.08,577.4,1.47,37.41,49.17,7.07,3.41
83.8,91.63,816.1,0.19,11.85,66.54,0.93,1.48
85.5,159.48,753.8,1.9,21.5,74.56,9.13,4.91
33.0,271.6,530.8,1.92,34.93,52.97,9.21,1.64
40.2,113.87,446.6,0.51,28.36,55.49,2.45,5.85
75.5,179.15,439.9,1.66,12.55,58.06,8.0,4.62
28.1,109.57,115.4,0.55,14.56,38.25,2.65,2.03
94.3,18.62,76.8,1.29,14.51,86.26,6.2,1.02
87.5,290.66,14.0,1.05,14.55,71.38,5.06,1.42
62.1,169.1,498.0,0.58,20.29,73.44,2.78,6.15
93.7,86.53,171.6,1.22,35.44,94.74,5.88,4.58
96.1,157.18,744.3,0.17,27.97,88.2,0.83,2.06
70.9,78.34,493.2,1.26,29.57,85.81,6.04,0.02
64.2,158.14,516.4,0.21,22.01,37.36,0.99,2.32
78.9,156.24,575.9,0.42,28.87,98.77,2.03,2.61
66.1,68.46,339.9,0.48,14.87,48.05,2.3,5.51
82.6,61.65,638.3,1.32,34.67,53.98,6.34,3.95
55.5,289.86,633.6,0.93,36.68,63.42,4.45,0.75
87.5,285.69,579.4,1.34,15.32,49.17,6.44,0.79
53.0,42.84,472.7,0.16,12.85,30.68,0.76,1.53
32.0,183.08,709.6,1.14,24.38,42.03,5.49,1.47
60.0,250.75,755.9,0.55,21.9,39.57,2.64,2.48
23.8,243.66,196.9,0.8,27.22,84.35,3.86,5.63
33.7,61.79,92.6,0.53,16.94,48.31,2.55,5.42
86.0,182.86,386.5,1.02,28.72,78.61,4.89,3.76
25.5,109.48,61.9,1.22,26.77,37.91,5.86,5.96
54.4,85.71,855.8,1.24,37.34,36.57,5.95,0.99
40.5,261.03,736.4,1.31,16.85,79.3,6.32,3.89
54.1,48.47,435.9,1.51,10.57,97.66,7.24,4.18
72.4,79.24,778.6,0.2,19.48,44.67,0.98,1.38
75.9,48.89,272.9,1.82,24.19,45.71,8.74,1.8
44.3,100.63,445.0,0.69,13.16,44.06,3.33,2.17
66.1,191.97,758.0,1.83,32.76,67.47,8.81,3.19
29.4,220.18,403.7,0.58,38.85,71.79,2.78,4.35
92.6,197.85,690.3,1.16,28.66,66.86,5.58,6.04
80.2,176.56,48.4,1.05,17.94,75.75,5.07,5.71
85.1,169.45,356.2,1.37,31.67,34.64,6.59,6.1
26.3,96.58,453.9,1.53,38.04,89.05,7.37,4.2
52.8,155.17,263.7,1.64,22.84,64.76,7.88,0.03
52.7,27.83,88.3,0.25,23.59,64.44,1.19,1.73
91.4,65.0,617.1,0.93,34.28,77.81,4.46,2.17
34.0,12.5,859.4,1.86,30.63,79.81,8.96,0.78
49.5,237.01,227.6,0.79,18.85,79.23,3.8,2.2
51.5,25.23,12.5,1.85,19.36,99.11,8.89,1.56
38.2,152.34,707.3,0.7,38.73,81.9,3.38,3.59
86.6,76.02,606.4,1.84,39.3,47.49,8.85,0.9
22.3,191.96,110.8,1.34,22.18,69.16,6.46,0.01
85.4,193.35,568.3,0.2,35.6,35.36,0.94,5.56
31.2,186.59,580.6,1.62,15.85,52.82,7.79,0.29
24.3,287.65,181.0,1.4,18.72,87.81,6.75,6.01
56.5,164.15,338.1,1.35,10.38,97.48,6.48,4.43
38.5,215.63,403.5,0.75,12.62,39.68,3.62,1.07
61.1,284.82,808.6,0.84,31.27,63.86,4.06,2.62
66.2,259.9,575.5,1.81,21.93,30.05,8.69,0.19
87.2,9.51,554.3,1.54,28.73,48.0,7.4,6.05
88.2,264.0,364.5,1.01,37.22,94.08,4.84,3.62
61.8,273.22,428.5,1.29,37.61,95.9,6.22,0.42
80.7,80.39,480.7,0.61,10.86,37.52,2.93,0.96
77.3,261.33,136.0,1.86,35.09,49.81,8.95,2.78
71.1,258.26,312.5,1.26,34.9,65.22,6.05,2.16
66.0,137.21,445.2,0.35,13.26,76.12,1.68,1.28
86.5,219.31,428.1,1.36,21.93,44.91,6.53,3.22
45.2,168.7,697.1,1.28,13.51,37.83,6.13,1.66
95.7,201.67,449.4,1.28,36.32,66.12,6.16,3.25
92.1,213.43,811.4,0.42,22.79,58.61,2.03,1.03
42.1,70.88,208.5,0.98,13.37,41.95,4.71,2.86
73.9,96.4,349.8,1.88,13.21,72.92,9.02,5.25
48.8,195.42,550.0,0.94,15.96,69.12,4.52,1.79
95.9,13.92,678.6,0.1,26.05,81.92,0.48,0.11
70.7,118.99,211.6,1.72,17.04,96.16,8.29,1.52
62.0,280.75,468.8,0.39,34.46,75.98,1.87,6.05
21.1,124.23,532.7,1.03,16.36,59.96,4.97,3.53
21.0,238.85,705.5,1.16,39.84,37.32,5.56,1.7
90.7,52.37,692.8,0.24,17.67,68.28,1.13,0.32
93.9,148.15,116.2,1.2,23.4,81.49,5.75,4.51
45.4,207.02,149.6,1.28,11.1,88.05,6.15,2.64
51.3,252.06,768.6,0.56,16.59,74.04,2.71,0.93
46.7,250.67,306.1,0.89,37.87,31.4,4.28,0.94
79.1,1.96,841.4,1.16,21.49,38.02,5.57,2.34
50.0,97.11,637.9,1.7,19.0,30.0,8.18,3.19
33.5,155.62,577.6,0.92,28.7,56.14,4.41,5.1
25.4,267.09,681.7,0.46,10.77,66.69,2.22,2.43
60.4,290.66,479.5,0.98,37.05,38.13,4.73,0.75
86.6,278.12,769.3,0.41,25.92,77.86,1.96,2.41
89.2,174.53,323.2,1.23,36.22,90.3,5.93,0.22
24.5,179.74,244.0,1.49,36.55,69.93,7.17,0.32
93.3,26.54,270.4,0.19,32.06,58.0,0.9,3.25
86.9,82.52,112.0,0.12,27.31,92.77,0.6,2.16
62.9,3.69,742.3,1.76,15.87,71.83,8.48,0.77
54.2,141.6,779.3,0.13,35.34,97.73,0.62,4.27
54.2,202.38,825.3,0.27,29.54,36.54,1.32,1.06
77.3,128.6,564.2,0.67,39.1,58.93,3.23,0.94
92.0,201.05,352.6,1.84,14.03,44.62,8.87,4.23
36.3,233.85,422.5,1.04,12.45,74.57,4.99,1.69
30.3,265.32,522.6,0.1,27.46,49.08,0.49,3.42
64.8,126.04,681.1,0.41,20.46,94.61,1.95,4.37
82.0,60.92,40.3,1.78,21.24,72.68,8.58,4.13
26.3,159.23,761.3,0.48,17.29,33.87,2.33,4.84
29.5,146.11,182.1,0.09,24.32,76.11,0.41,4.82
47.4,138.38,579.7,0.82,32.53,47.56,3.94,0.01
59.8,124.27,796.9,0.14,37.12,71.04,0.66,2.06
57.7,155.76,496.2,0.73,19.64,55.81,3.51,3.07
71.2,193.93,688.7,1.41,21.02,34.43,6.77,3.55
55.4,196.61,403.8,0.74,31.31,48.86,3.56,4.13
66.3,234.68,274.4,0.9,37.15,51.2,4.33,2.82
27.5,44.06,433.8,1.6,17.01,39.63,7.71,5.97
33.9,165.07,801.0,0.66,31.83,79.02,3.18,2.98
35.9,62.27,362.4,1.52,31.26,47.1,7.29,2.91
25.6,90.76,742.6,0.23,13.0,37.68,1.12,5.76
39.4,240.68,636.2,0.64,38.07,92.62,3.08,2.83
44.7,70.51,261.2,0.96,26.68,82.22,4.61,2.57
49.5,232.71,372.0,0.55,13.49,38.94,2.66,1.12
79.1,53.5,774.5,1.43,23.02,87.04,6.89,5.98
46.9,207.68,622.9,1.7,38.62,97.17,8.18,0.46
71.1,205.84,279.9,1.76,11.23,62.27,8.45,3.89
77.3,262.86,357.5,0.32,33.1,92.59,1.52,1.36
75.4,238.89,376.6,1.69,31.72,67.83,8.14,1.74
78.2,109.38,30.1,0.2,20.7,59.42,0.94,1.7
23.8,34.94,461.1,0.69,11.89,79.28,3.31,4.9
31.1,135.05,434.6,1.36,30.16,54.66,6.56,4.61
95.9,96.22,335.6,0.64,39.96,51.63,3.09,3.88
85.1,198.15,677.0,1.22,34.12,55.04,5.87,3.24
45.9,205.88,796.2,1.76,18.55,93.62,8.45,0.18
52.8,208.78,337.0,0.19,39.86,39.5,0.93,1.72
41.8,81.29,397.4,1.92,38.16,51.73,9.22,3.08
28.7,287.91,811.6,0.6,13.31,50.04,2.87,1.48
74.6,275.23,653.7,1.48,22.47,65.25,7.13,1.86
83.1,247.3,727.6,0.21,19.31,34.81,1.02,0.12
94.0,223.74,677.7,1.0,11.35,36.71,4.82,0.8
40.6,59.65,817.7,1.22,34.25,68.75,5.87,3.42
70.6,3.32,464.7,0.34,14.39,45.34,1.63,1.2
90.8,169.76,619.3,1.07,19.48,98.61,5.16,4.76
78.4,174.51,675.1,0.24,12.54,40.86,1.16,5.64
43.7,32.34,92.6,1.36,17.88,97.01,6.53,0.51
65.1,168.14,747.7,1.16,13.87,91.76,5.59,1.82
39.7,23.8,230.9,0.79,25.24,33.5,3.79,4.54
68.8,172.14,770.3,1.16,23.65,99.53,5.57,2.01
76.9,203.42,735.1,0.21,38.94,57.72,1.01,0.08
74.4,266.06,408.5,0.17,39.74,68.15,0.81,0.12
27.4,103.5,375.5,1.11,23.57,71.77,5.35,4.18
64.6,255.63,54.3,0.92,23.05,64.77,4.4,5.98
22.9,117.19,614.1,0.69,35.0,40.26,3.32,5.73
32.1,272.45,746.2,1.32,18.17,87.18,6.35,1.83
37.6,178.79,546.2,1.86,15.25,42.91,8.95,0.89
73.1,92.37,108.9,1.31,29.97,54.88,6.3,6.22
58.4,153.16,610.6,0.27,23.96,51.28,1.29,1.35
23.4,99.4,503.9,1.01,12.11,75.77,4.86,2.21
30.1,289.83,21.9,1.65,28.45,81.38,7.94,0.73
62.3,4.03,149.7,0.71,10.25,90.1,3.4,1.17
86.0,90.77,312.5,1.94,11.89,56.27,9.34,1.98
76.9,76.59,87.2,1.5,17.56,34.82,7.23,5.96
41.8,224.29,100.0,0.95,24.51,89.43,4.57,2.35
38.4,24.5,333.7,1.42,29.43,82.6,6.81,3.17
22.6,168.03,14.8,1.71,13.39,77.47,8.24,1.77
75.5,203.73,522.7,0.41,30.22,96.75,1.95,4.82
58.4,89.81,841.2,1.03,32.37,82.49,4.94,2.69
24.4,268.57,494.5,1.38,26.57,38.61,6.62,5.97
60.3,283.71,587.2,1.76,38.5,93.68,8.45,3.82
40.0,152.65,300.1,1.53,38.85,84.35,7.37,5.03
95.2,72.41,142.1,1.59,13.96,37.99,7.65,0.5
47.8,70.19,463.1,0.96,25.03,87.32,4.63,5.78
48.6,27.36,491.7,1.46,10.41,75.74,7.01,5.78
52.1,75.61,356.4,0.49,16.85,81.13,2.37,0.67
51.5,213.92,682.3,1.07,20.7,47.67,5.14,1.89
27.8,159.15,589.5,1.87,16.36,80.96,8.97,1.5
79.1,220.15,249.4,0.62,39.87,83.28,2.98,6.2
86.9,223.09,173.6,1.54,12.71,54.39,7.39,5.98
81.5,37.64,469.9,0.66,34.88,72.03,3.16,5.91
90.9,41.77,557.1,1.66,13.82,31.33,7.98,3.52
43.1,172.05,277.6,0.11,36.19,85.93,0.52,2.52
75.0,180.84,745.4,0.99,31.53,87.0,4.74,6.36
20.1,11.21,43.4,1.6,27.49,30.4,7.68,4.34
32.8,276.93,418.8,1.33,29.8,90.25,6.41,0.63
46.1,162.61,203.1,0.14,12.4,74.3,0.69,0.33
61.4,158.2,80.3,1.95,25.66,42.04,9.36,0.43
49.7,201.72,541.7,1.08,17.19,46.31,5.2,1.32
55.7,133.74,717.6,0.36,10.14,88.48,1.72,1.24
29.7,183.6,208.8,0.09,27.29,44.66,0.44,6.36
84.6,95.0,384.7,1.36,14.75,37.36,6.55,1.63
93.8,204.86,561.3,1.24,20.74,79.48,5.94,4.74
83.9,249.83,167.7,1.64,26.24,95.41,7.88,1.42
66.5,119.32,100.3,0.33,30.6,33.19,1.61,1.42
61.2,222.97,810.3,1.28,14.28,89.38,6.17,5.62
52.0,16.78,349.0,0.74,27.83,42.12,3.58,4.77
93.7,165.38,809.3,1.93,33.39,39.43,9.28,4.58
60.0,150.05,534.8,0.6,30.33,64.55,2.89,0.11
51.4,233.49,17.4,0.62,13.92,44.77,3.0,4.31
51.9,223.8,434.5,1.85,39.2,55.27,8.89,0.86
81.9,114.58,506.1,0.31,11.02,84.66,1.51,5.22
56.8,218.88,543.9,0.73,35.88,50.59,3.51,2.11
40.3,164.63,498.9,1.26,18.12,58.66,6.05,0.06
27.3,136.61,471.7,1.33,18.68,42.87,6.39,5.24
72.1,226.28,178.8,1.01,12.99,72.31,4.87,6.07
93.8,47.09,638.7,1.55,20.91,67.32,7.44,4.74
40.0,168.62,293.5,0.17,24.37,86.69,0.8,0.45
65.9,173.08,425.8,1.4,23.72,53.1,6.73,1.49
42.6,66.35,322.3,1.15,16.49,50.94,5.51,3.0
77.0,236.24,744.9,1.75,31.92,96.92,8.39,3.85
84.8,275.39,850.6,0.68,15.02,83.96,3.25,4.01
86.6,169.69,25.9,0.47,10.77,71.04,2.26,4.32
73.8,52.06,160.1,0.45,31.23,38.75,2.16,4.21
44.0,15.11,82.5,0.97,17.8,86.1,4.68,0.81
80.6,21.86,351.0,0.2,23.26,45.63,0.95,4.01
62.2,275.39,464.3,0.53,35.37,75.0,2.55,2.82
49.8,248.11,271.1,1.16,10.69,64.57,5.57,0.37
49.7,190.09,215.8,0.13,25.55,92.08,0.61,5.47
55.0,50.88,247.6,1.5,10.47,43.07,7.23,0.88
26.1,221.57,431.8,1.91,16.71,35.76,9.17,4.31
27.5,231.79,91.2,0.16,34.39,37.87,0.77,1.2
52.2,16.85,167.8,1.69,18.63,47.01,8.13,2.94
53.4,150.73,118.6,0.86,34.64,30.27,4.14,5.1
72.6,205.88,818.6,0.44,19.06,48.18,2.13,5.21
35.2,100.93,304.1,0.77,12.92,78.6,3.68,2.5
93.0,71.18,458.2,0.27,21.44,81.79,1.3,5.3
47.8,173.62,315.8,0.19,12.84,96.55,0.89,0.28
62.8,253.12,69.9,0.1,14.23,71.21,0.5,1.51
66.5,61.86,509.9,0.61,29.56,37.1,2.91,0.32
77.7,150.22,720.0,1.18,11.43,94.43,5.65,1.02
23.3,176.45,768.5,1.88,21.78,96.24,9.03,0.95
95.5,45.0,57.9,1.85,15.83,43.44,8.89,1.33
66.5,62.41,78.9,0.15,12.38,33.39,0.71,4.72
70.5,185.25,315.1,0.7,31.13,30.84,3.38,5.02
92.0,169.59,292.4,1.46,17.94,31.79,7.01,6.22
63.1,76.25,804.5,1.16,25.26,71.42,5.56,0.5
59.2,283.68,376.7,1.63,33.52,77.54,7.83,3.24
44.8,196.02,575.6,1.55,27.25,44.79,7.47,0.84
70.8,109.07,354.6,1.23,33.25,42.32,5.91,3.93
25.4,98.5,513.1,0.44,36.17,60.9,2.12,4.56
42.3,79.19,201.5,1.87,17.28,79.87,9.01,0.16
44.0,200.62,168.6,0.89,31.27,42.17,4.27,5.35
83.4,68.22,400.3,1.62,23.06,62.81,7.79,2.98
74.9,54.83,189.0,1.1,16.01,82.99,5.28,3.56
90.7,269.42,497.4,0.45,32.61,78.06,2.16,6.22
56.4,37.14,422.2,1.03,30.66,96.89,4.96,2.23
36.7,2.97,849.6,1.08,33.7,47.76,5.21,0.28
32.5,225.57,617.6,1.81,20.8,89.86,8.7,4.05
79.6,104.06,779.2,0.8,22.8,57.5,3.87,2.11
40.5,227.88,312.4,0.93,26.07,51.91,4.46,3.5
60.8,6.83,590.5,1.01,19.52,86.95,4.87,3.17
37.1,86.68,188.9,1.05,12.84,43.79,5.05,2.14
21.9,91.44,522.3,0.51,32.96,82.4,2.46,3.29
19.7,165.45,476.8,1.57,14.45,36.08,7.57,5.37
49.7,57.17,104.1,0.64,32.91,67.37,3.1,4.45
95.4,128.25,183.4,0.09,39.92,58.08,0.41,5.73
54.9,147.22,673.2,0.54,28.61,36.05,2.62,1.56
25.7,159.29,56.2,1.08,13.19,44.31,5.2,1.78
48.7,281.69,760.5,1.17,17.1,31.98,5.61,5.78
57.9,221.03,448.3,1.87,19.37,80.97,8.98,2.93
34.8,126.44,609.9,1.21,35.25,88.84,5.81,2.68
53.3,210.42,174.8,1.71,11.11,48.69,8.2,4.05
57.6,92.23,115.2,1.85,34.2,79.04,8.91,4.58
25.1,34.25,120.2,1.19,20.63,75.39,5.72,6.14
20.4,102.72,473.4,0.22,24.21,45.92,1.04,5.8
69.7,57.34,549.2,1.71,39.71,49.52,8.24,0.87
48.4,231.96,387.8,1.54,38.2,97.54,7.38,5.88
93.1,153.95,488.8,0.53,38.69,46.55,2.57,4.6
32.7,283.44,678.7,0.58,33.78,98.84,2.81,0.6
39.1,225.93,197.6,1.88,36.14,37.32,9.02,1.89
73.2,143.96,176.7,0.77,26.19,77.02,3.69,0.22
22.5,167.57,241.1,0.19,22.6,79.05,0.91,0.25
75.7,31.66,733.4,1.81,34.18,81.98,8.72,1.15
36.1,103.22,335.3,0.95,24.28,80.99,4.57,0.18
80.8,7.75,586.9,1.7,12.97,41.88,8.18,2.96
19.5,5.3,432.9,1.9,16.76,47.54,9.12,3.43
71.8,266.9,272.0,0.87,15.09,65.65,4.16,2.93
80.6,66.77,295.2,1.35,33.35,54.46,6.49,1.13
21.4,252.14,393.1,1.52,11.71,87.39,7.32,2.21
23.8,156.75,63.3,0.91,13.62,44.02,4.38,4.12
60.3,256.61,234.1,1.64,31.3,53.41,7.89,2.37
22.5,106.34,693.9,0.1,17.62,91.83,0.48,5.3
57.4,6.85,833.3,0.24,36.82,94.61,1.16,5.43
30.3,18.62,567.5,1.13,18.39,33.45,5.42,1.13
40.2,184.83,246.5,1.88,21.35,77.55,9.04,3.51
84.2,128.08,833.2,1.47,33.2,79.58,7.09,0.24
65.9,64.05,695.7,1.4,17.5,40.15,6.75,1.83
75.2,266.39,361.6,1.29,18.74,91.26,6.21,2.07
43.8,78.24,320.8,0.52,38.57,86.72,2.52,4.71
39.6,108.24,487.3,0.47,21.51,90.17,2.27,3.51
63.6,241.9,785.2,0.41,22.05,68.1,1.95,4.91
47.0,101.9,806.9,0.25,23.04,58.8,1.21,4.65
51.8,70.17,403.5,0.77,19.66,64.16,3.68,5.38
65.9,225.15,183.2,1.03,21.47,55.51,4.95,3.47
43.2,231.03,784.7,1.05,12.9,81.12,5.04,0.59
82.1,31.93,663.4,0.48,37.38,35.08,2.3,4.59
60.8,237.28,685.5,0.39,12.3,49.45,1.88,6.11
81.8,25.98,213.5,0.52,15.46,86.95,2.52,0.49
79.4,172.67,448.5,1.11,38.67,41.06,5.33,2.51
37.1,201.74,21.8,1.08,38.1,32.66,5.18,3.9
20.1,160.54,598.7,0.92,27.25,54.86,4.41,6.0
34.4,100.02,195.9,1.25,37.12,86.84,6.03,0.19
81.7,16.77,847.5,0.56,19.63,84.57,2.68,0.33
48.5,287.65,581.6,0.89,35.56,75.86,4.29,0.78
58.6,197.95,140.1,0.29,12.77,94.86,1.39,2.16
20.3,110.66,227.7,0.46,12.68,80.78,2.21,1.54
22.2,272.41,68.6,1.89,34.18,67.53,9.07,0.14
64.5,20.12,125.8,1.75,28.79,52.23,8.43,1.83
68.5,173.64,757.7,1.85,15.23,55.18,8.9,4.91
47.2,236.18,12.2,1.94,18.15,53.5,9.32,0.83
91.3,210.07,705.5,0.1,20.73,59.54,0.46,5.46
35.6,246.64,504.9,1.41,16.14,52.9,6.77,5.99
83.6,68.71,359.7,0.92,19.76,48.66,4.43,4.77
20.0,120.35,272.8,0.51,18.03,39.02,2.43,3.46
32.5,116.57,779.4,0.78,26.39,46.82,3.76,0.51
62.7,288.59,108.7,0.49,16.12,63.17,2.34,0.33
43.3,36.41,89.5,0.74,22.98,48.9,3.57,4.03
25.1,272.7,540.6,1.54,15.81,33.01,7.4,3.55
32.3,163.88,637.4,0.94,27.59,53.43,4.54,4.8
86.6,144.56,430.6,1.15,33.83,87.78,5.54,0.87
55.1,133.12,674.0,1.35,29.83,93.91,6.49,5.6
83.6,8.94,21.5,1.49,38.05,89.51,7.15,2.78
69.5,10.68,515.3,1.48,39.11,37.63,7.13,0.44
20.4,178.27,664.9,0.87,29.05,89.39,4.16,1.96
61.2,170.14,829.4,0.28,35.45,83.23,1.35,5.15
93.8,55.65,335.6,1.55,20.56,52.93,7.45,0.2
89.4,232.59,47.5,0.58,11.98,81.03,2.81,4.55
71.2,228.93,823.7,0.39,31.92,55.74,1.88,1.46
20.0,12.13,556.6,1.51,31.14,86.89,7.24,5.05
64.1,273.69,377.3,1.41,21.07,74.44,6.77,4.09
91.1,18.93,772.6,0.41,10.36,80.32,1.97,1.9
59.2,166.64,335.0,1.3,32.42,49.55,6.25,1.76
83.7,16.46,677.2,0.43,33.59,33.95,2.08,3.41
87.8,270.22,555.9,0.94,17.14,94.89,4.5,0.4
92.0,287.7,611.2,0.5,26.82,96.09,2.42,1.8
64.4,59.83,158.9,1.26,10.26,56.07,6.07,5.05
20.9,38.63,705.2,1.63,27.71,58.51,7.84,1.95
49.2,124.36,132.0,1.37,12.49,86.27,6.6,1.35
65.4,45.87,460.5,1.54,27.01,40.67,7.4,0.77
67.4,187.23,541.6,1.58,37.95,84.86,7.62,6.33
60.6,27.98,268.1,0.1,38.57,50.69,0.49,0.02
23.3,231.63,344.7,0.99,38.71,31.58,4.74,3.98
21.8,11.43,55.9,1.55,11.69,77.37,7.47,3.66
57.7,107.75,388.0,1.32,35.6,65.86,6.35,1.91
53.5,153.98,597.2,1.37,15.73,72.26,6.57,1.65
64.4,268.54,515.5,1.53,35.04,96.13,7.34,3.14
95.4,265.62,237.8,1.0,20.31,59.42,4.82,5.39
53.6,287.81,359.6,0.37,36.28,38.55,1.78,4.77
74.7,261.45,254.1,1.21,18.37,85.54,5.83,0.88
75.1,271.3,649.6,0.29,22.81,66.3,1.41,5.15
77.9,100.97,354.2,1.47,29.63,81.0,7.06,6.36
52.7,46.47,629.7,0.41,13.82,90.65,1.96,5.36
41.1,251.97,35.9,1.63,31.02,79.95,7.83,3.3
65.5,125.19,453.6,0.74,21.87,80.73,3.54,3.51
53.5,242.58,642.4,1.09,25.84,73.79,5.24,6.03
79.9,189.6,651.0,1.26,35.03,92.19,6.07,4.39
25.7,148.44,750.6,0.36,18.06,42.93,1.71,3.92
88.6,74.98,481.1,1.46,38.94,46.75,7.03,4.11
45.1,266.59,312.8,1.95,15.69,68.42,9.36,6.27
36.3,147.47,688.5,0.97,38.89,46.88,4.68,6.33
70.7,65.77,659.0,1.31,20.5,61.19,6.29,1.86
31.1,38.79,454.4,0.74,37.18,93.1,3.58,1.98
70.1,1.19,517.0,0.47,16.82,97.98,2.25,5.18
56.8,250.05,346.6,0.25,20.72,36.67,1.18,2.52
90.5,3.29,236.3,0.74,15.91,33.08,3.55,1.54
64.8,193.48,255.6,0.79,33.14,60.98,3.82,3.0
82.1,240.13,590.5,0.39,17.26,77.22,1.87,5.99
21.1,200.31,155.7,1.74,13.9,68.36,8.38,0.95
57.3,41.75,639.3,0.91,24.28,45.59,4.36,0.65
89.6,167.86,375.6,0.43,16.42,74.15,2.08,4.29
48.9,97.08,811.1,0.81,33.73,67.95,3.89,1.35
51.3,18.86,405.6,0.48,36.35,98.3,2.32,4.41
34.6,39.9,597.1,1.93,18.21,38.95,9.28,3.32
78.8,287.74,203.9,0.41,27.42,89.8,1.99,5.7
90.8,145.32,375.0,0.9,14.79,76.19,4.35,4.29
71.1,80.77,370.8,1.75,35.42,67.0,8.39,0.5
34.9,134.77,464.9,1.33,34.14,82.87,6.41,5.77
78.3,161.37,316.5,1.93,39.87,87.79,9.28,1.28
92.9,228.88,775.0,1.92,37.8,57.58,9.22,2.8
30.6,180.35,285.2,1.2,16.73,42.88,5.76,2.06
28.0,110.31,378.4,1.83,19.16,97.15,8.78,5.15
95.5,255.54,703.0,0.31,34.05,90.44,1.49,1.03
55.1,226.26,676.1,1.82,18.08,45.6,8.75,2.19
38.4,47.35,759.8,0.71,30.27,65.15,3.39,5.57
74.9,60.18,786.5,1.04,25.25,49.97,5.02,1.21
57.9,68.3,803.6,0.87,23.34,31.72,4.2,3.16
89.7,7.72,677.6,0.32,39.26,81.75,1.54,5.58
60.4,106.58,836.1,1.29,29.76,63.88,6.19,2.01
21.8,47.77,705.6,1.41,16.69,33.27,6.8,1.28
81.0,272.02,770.6,1.6,32.44,32.02,7.71,1.2
24.5,55.08,786.9,1.26,11.25,76.81,6.07,2.56
49.4,95.1,405.1,1.68,38.82,89.12,8.06,3.38
25.5,188.27,704.4,1.72,37.27,73.54,8.25,1.4
67.0,53.04,562.4,1.87,30.09,67.24,9.01,6.32
55.7,232.2,684.0,1.9,30.41,72.72,9.13,4.45
25.1,140.56,422.7,0.54,21.9,50.03,2.61,3.06
50.1,116.53,640.3,0.6,36.9,35.01,2.89,2.87
25.1,243.94,319.2,0.69,23.09,87.82,3.33,4.16
35.9,163.87,762.0,1.29,16.95,75.31,6.2,0.2
31.5,171.96,120.5,0.86,15.98,66.15,4.12,4.92
